,Unnamed: 0,Nome da rede,Link veja,Critico,texto
59,,Fogo de Chão,https://vejasp.abril.com.br/estabelecimento/fogo-de-chao-jardins/,Resenha por Arnaldo Lorençato e Saulo Yassuda,"A rede de origem gaúcha naturalizada americana tem 52 unidades espalhadas pelo globo. Na capital, mantém cinco endereços amplos. Os atendentes, com espeto e faca na mão, giram pelo salão com peças de picanha, baby beef, filé-mignon, entrecôte… Pode acontecer de algumas carnes chegarem com uma pitada a mais de sal, mas nada que cause um desastre à mesa. Destaque para a costela, macia e saborosa. Acompanham a refeição (R$ 152,00 por pessoa) porções de polenta frita e banana empanada, entre outras, além do abundante bufê de saladas e pratos. Reformada neste ano, a loja da Rua Augusta passou a oferecer cortes dry aged. Mas só à la carte."
60,,Gero,https://vejasp.abril.com.br/estabelecimento/gero/,Resenha por Arnaldo Lorençato ,"Desde a abertura, quase três décadas atrás, como um braço menos pomposo do Fasano, o Gero é um sucesso. Seu salão de tijolos à vista com entrada de luz natural, criado pelo empresário Gero Fasano, vive lotado. A clientela sacia o apetite com clássicos italianos como galinha-d’angola com risoto à parmigiana (R$ 152,00), que por anos esteve no cardápio do Fasano, ou receitas ainda mais conhecidas como a caprichada lasanha à bolonhesa (R$ 118,00). Antes, refrescam o paladar saladas como a de rúcula, pera, queijo de cabra e nozes (R$ 85,00) e a de tenras lulas grelhadas (R$ 91,00). No arremate, a panacota com calda de frutas vermelhas (R$ 44,00) aparece como uma das melhores da cidade. Sempre atencioso, o serviço é orquestrado pelo maître-gerente Ismael Martins."
61,,Guilhotina Bar,https://vejasp.abril.com.br/estabelecimento/guilhotina/,Resenha por Saulo Yassuda,"Mais que um espaço de coquetelaria com agito, a casa tem se tornado um lugar de badalação onde se bebe bem. No imóvel de jeitão rústico, sem forro no teto, a galera usa pulseirinhas que funcionam como comandas e se espalha pelo salão e pela varanda, que infelizmente é coberta, para evitar que o burburinho incomode os vizinhos. O talentoso bartender Spencer Amereno Jr., que já passou por casas como o Frank Bar, é quem comanda o balcão. Ele expede coquetéis bem construídos, servidos em copos de vidro mais resistente ao movimento local. Alguns highlights da carta são o maragato especial (rum com nibs de cacau, vermute tinto ao jasmim, licor marasquino e limão-taiti; R$ 38,00), cítrico e de toquinho amargo, e o hotel martíni (vodca com infusão de café, xarope falernum de amendoim, licor de café com conhaque e creme de cumaru; R$ 38,00), o encontro do expresso martíni com a batidinha de amendoim. Levemente frisante e com boa acidez, o airmail (R$ 38,00) é uma junção de rum branco, cachaça em amburana, purê de cambuci e espumante, que ficaria melhor se fosse servido mais gelado. Spencer, que sempre mandou muito bem nos clássicos, continua a preparar um ótimo manhattan (R$ 40,00). No piso de cima, inaugurou em outubro o Carrasco Bar, um pequeno espaço de coquetelaria autoral."
62,,Hirá Ramen Izakaya,https://vejasp.abril.com.br/estabelecimento/hira-ramen-izakaya/,Resenha por Saulo Yassuda,"É tocado com afinco pelo casal Daniel Parolin Hirata e Valéria Cedano Hirata. Um extenso sofá ampara as mesas de madeira clara, mesmo material das banquetinhas e dos nichos retangulares que guardam garrafas. Bem instalado, o público começa a petiscagem com o otoshi (R$ 37,00), um set de acepipes que também podem ser pedidos sozinhos, em maior quantidade (os preços individuais vão em parênteses): saladinha de batata (R$ 27,00), conserva de acelga fermentada e picante kimchi (R$ 22,00) e raiz de bardana com cenoura e alga (R$ 22,00). Outra atração que chega da cozinha comandada por Hirata em parceria com a subchef Larissa Emi Umezaki é o karaague (R$ 42,00), franguinho frito de bom tempero servido com geleia de pimenta sichuan. Das sugestões de macarrão — capítulo do menu que fez a fama da casa —, o batayaki beef ramen, sem caldo, traz a massa com carne bovina e legumes besuntados com bastaaaaante manteiga. (R$ 51,00). Saquês e cervejas fazem parte da lista líquida, que conta ainda com uma carta de coquetéis. É possível encontrar boas opções, como o blackpepper (R$ 34,00), de uísque escocês, xarope de pimenta-do-reino, limão-taiti e bitter aromático de grapefruit."
63,,Huevos de Oro,https://vejasp.abril.com.br/estabelecimento/huevos-de-oro/,Resenha por Saulo Yassuda,"Uma delícia de barzinho espanhol. No térreo do Huevos de Oro, fica o botequim propriamente dito, para petiscar e pedir uma jarra de vinho. No piso superior, alcançado por uma escada, o espaço é mais confortável e o cardápio, mais completo. Nesses dois ambientes, é possível pedir uma preciosidade do menu montado pela chef consultora Ligia Karazawa, que viveu treze anos na Espanha. É a bomba de la barceloneta, uma bolota (R$ 16,00) de purê de batata misturado a carnes bovina e suína moídas, refogadas e bem temperadas. Simples e cheia de sabor, a receita nasceu — acredita-se — no La Cova Fumada, um boteco feiozinho de Barcelona, e hoje é saboreada em toda a capital da Catalunha. A versão paulistana é frita na hora, até a casquinha do empanado com farinha panko ficar dourada e crocante. Depois, é coberta com os molhos aïoli e bravo (tomate e pimenta), que turbinam o sabor, e cebolinha. Outro aperitivo muito bom, a croqueta de cocido madrileño (R$ 18,00 a dupla) é feita de carnes, embutidos e grão-de-bico, salgadinha na medida. Para acompanhar as tapas, a carta de vinhos das sommelières Cassia Campos e Daniela Bravin foi selecionada com capricho."
64,,Huto,https://vejasp.abril.com.br/estabelecimento/huto/,Resenha por Arnaldo Lorençato,"Passou por uma reforma em junho e agora o grande salão dos fundos é ocupado quase que apenas pelo sushibar — sobrou espaço somente para um par de mesas na frente do balcão, cada uma delas com dois lugares. É de lá que a animada equipe do chef Sérgio Miyai atende a ruidosa clientela. São expedidas duplas de bolinhos de arroz discretamente mornos com pescados como sardinha curtida no vinagre e queimada de leve (R$ 22,00), carapau com um toque de pimenta e gergelim (R$ 22,00), peixe-serra com gengibre e ciboulette (R$ 22,00), atum (R$ 28,00), olho-de-boi ao curry (R$ 26,00) e meca (R$ 24,00), o atum branco. Só não estranhe se um ou outro bolinho vier com o arroz um tantinho solto. Pode acontecer. Antes, podem ser pedidas sugestões como o quase obrigatório brioche com tartare de boi wagyu temperado com amamissô (pasta de soja fermentada com um toque adocicado) e a deliciosa adição picante de pimenta tobojan (R$ 70,00). Outro acerto é o sequinho kaki shissô, o tempurá de ostra embrulhada na folha de shissô com jalapeño (R$ 38,00). Encerra com leveza a refeição a musse de tangerina (R$ 26,00)."
65,,Ici Bistrô,https://vejasp.abril.com.br/estabelecimento/ici-bistro/,Resenha por Arnaldo Lorençato,"Um charme só, a casa francesa do chef Benny Novak e do empresário Renato Ades vai deixar o ponto onde se consagrou. No atual endereço, deve funcionar somente até o fim de 2022 ou o início de 2023. Esse é, portanto, um período de despedidas do ambiente com sofazinhos vermelhos e circulares na forma de nichos para namorar. Entre os pratos que ajudaram a fazer a fama do bistrô, estão as deliciosas jambonnettes de grenouille (R$ 59,00), leia-se gordotas coxinhas de rã douradas na manteiga de alho e salsinha com tomate picadinho e aquecido, tudo salpicado de ervas fritas sequinhas. Entre as poucas escapadas do cardápio para outras culinárias está a asinha de frango crocante num picante molho em estilo tailandês (R$ 34,00). Nos dois casos, as mãos vão ficar bem besuntadas, mas uma providencial lavanda é enviada à mesa. Dois clássicos são o peito de pato ao molho albufera (um creme sedoso de foie gras) na companhia de figo confit e purê de batata com manteiga de trufas (R$ 105,00) e o carré de cordeiro em crosta de ervas com batatas assadas, brócolis, minicebola e alho confitado (R$ 99,00 ou R$ 179,00). O mil-folhas, com poucas lâminas de massa, é banhado por creme inglês. Custa R$ 26,00."
66,,Il Covo Bar,https://vejasp.abril.com.br/estabelecimento/il-covo/,Resenha por Saulo Yassuda,"O Il Covo é mais um (quase) segredo da cidade que merece ser desvendado. Aberto em setembro, o bar não tem placa na porta nem informações muito claras nas redes sociais. Faz o tipinho speakeasy. Para chegar até este “esconderijo”, atravessa-se o Zena Caffè, restaurante com sócios em comum, e abre-se uma porta (de geladeira) que oculta a escada condutora ao salão. Em 45 metros quadrados, encontramos sofás com mesinhas de apoio — já adotados pelos casais —, uma única mesa alta com três banquetas e um balcão de apenas dois lugares, para ficar frente a frente com Diogo Rodrigues, bartender que já teve experiência em casas como o Riviera e o saudoso Bar do Jiquitaia. Ele executa com precisão clássicos e criações da carta elaborada pelo consultor Danilo Nakamura. O have a cigar (vinho madeira, uísque, sucos de limões taiti e siciliano e xarope de charuto; R$ 48,00) se mostra uma combinação defumada e, ao mesmo tempo, fresca, o que torna a experiência de bebê-la das mais agradáveis. A clássica margarita (R$ 42,00), coquetel de acidez vibrante, ganha um tom mais sisudo na boa versão da casa (R$ 48,00). A mistura passa pelo processo de clarificação, torna-se translúcida e é completada por um toque de vinho jerez oloroso. Feito pelo sócio Carlos Bertolazzi, o menu de comidinhas é curto e certeiro. Vai bem o sanduichinho de polvo grelhado com chips de presunto de Parma e geleia de alho negro no brioche (R$ 32,00). O tempurá de cogumelo portobello (R$ 29,00), uma delícia de mastigar, é acompanhado de um molho cítrico trufado que rouba todo o sabor da friturinha."
67,,Imakay,https://vejasp.abril.com.br/estabelecimento/imakay/,Resenha por Arnaldo Lorençato,"Tem ambientação agradável com paredes escuras e outras que explodem em cores. Predominam receitas japonesas, como o tataki de atum, creme azedo de shissô e molho de ostra e o imakay sushi e sashimi, composto de pares de sashimi de salmão, atum, peixe do dia, quatro hossomaki de salmão e duplas de sushis de atum, de salmão selado e de salmão trufado — se preferir, é possível optar por peixes mais adequados para esse tipo de preparação, como olho-de-boi, pargo, sororoca e namorado. Essas duas pedidas fazem parte do menu executivo (R$ 79,00), servido no almoço de segunda a sexta. Sempre disponível, o kare udon é o macarrão grosso no molho curry com finas fatias de wagyu e cogumelo shimeji salteado na manteiga de ervas (R$ 49,00). Para o Peru não passar em branco, há uma degustação de um trio de ceviche por R$ 64,00. Na sobremesa, o país andino aparece novamente no suspiro limeño, um creme espesso de leite e redução de amora finalizado com chantili, cacau e castanhas (R$ 22,00). "
68,,Izakaya Issa,https://vejasp.abril.com.br/estabelecimento/izakaya-issa/,Resenha por Saulo Yassuda,"Sabe aquelas portinhas da Liberdade atrás das quais não se sabe bem o que há? O Issa é um desses lugares. Quem atravessa o portal comandado pela anfitriã Margarida Haraguchi — da mesma família dona do Izakaya Matsu — depara com um salão pequeno, meio bagunçadinho e com zero clima de badalação. Atrás do balcão, a pequena equipe formada por mulheres finaliza saborosos petiscos. Vale pedir a seleção de entradinhas (R$ 30,00) que costuma variar com frequência. Pode ter, por exemplo, berinjela frita com missô e conservas de vegetais, como o nabo ou o chuchu, crocantes e agridoces. Um alento principalmente nos dias frios, o nimono (R$ 38,00) é um cozido de hortaliças como abóbora, nabo, inhame, broto de bambu, raízes de bardana e de lótus, barriga suína e tofu frito. Outra receita de bom sabor é o refogado de fígado de frango com nirá, uma erva da família da cebola e do alho. Custa R$ 38,00. Para acompanhar, saquê servido em copinho de vidro ou cerveja (R$ 18,00 a long neck da Kirin). Se preferir sentar em um dos tatames em vez do balcão, melhor fazer reserva antes."
69,,Iza Padaria Artesanal,https://vejasp.abril.com.br/estabelecimento/iza-padaria-artesanal/,Resenha por Gabriela Del' Moro e Saulo Yassuda,"Devota da fermentação natural, a ex-modelo Izabela Tavares vende, por enquanto apenas para viagem, formosuras como as baguetes cascudas e úmidas por dentro (R$ 12,00 a unidade). Comprovam ainda o talento da padeira o pão de fôrma integral de massa elástica (R$ 27,00) e o pão de cranberry com amêndoa (R$ 33,00), daqueles bem aerados. Outra seção certeira do menu — e ampliada neste ano — é a de doces. Por vezes, aparecem por lá o choux cream (R$ 12,00 a unidade) de crosta delicada e recheio de creme de doce de leite e o fofinho bolo de azeite coberto por iogurte feito ali mesmo mais calda de frutas amarelas (R$ 30,00). À noite, os fornos voltam-se para as pizzas de longa fermentação, entre elas a margherita (R$ 36,00), com molho de tomate, muçarela de búfala e manjericão. Um senão é o horário da casa, bem restrito para aqueles que curtem comprar algo fresquinho para o café da manhã."
